year,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,div_g,E12,ep,SP500,dp,dy,de,cay_ll,cay_goyal,ERP,ERP5,ERP7,sp1,sp5,sp7,sp12,b/m,tbl,AAA,BAA,lty,ntis,infl,eqis,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,MKVGDP,y
1871,NaN,NaN,NaN,NaN,NaN,NaN,0.058857427,4.74,0.26,NaN,0.4,0.084,NaN,0.054852321,NaN,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1872,NaN,NaN,NaN,NaN,NaN,NaN,0.074305532,5.07,0.3,1.153846154,0.43,0.085,0.132911392,0.059171598,0.063291139,0.697674419,NaN,NaN,0.05860586,-0.04249692,-0.030820342,0.132911392,0.017622238,0.023704018,0.080798035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1873,NaN,NaN,NaN,NaN,NaN,NaN,0.090108147,4.42,0.33,1.1,0.46,0.104,-0.063116371,0.074660633,0.065088757,0.717391304,NaN,NaN,-0.153224518,-0.070490424,0.024077656,-0.063116371,-0.016781269,0.073867814,0.058954295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1874,NaN,NaN,NaN,NaN,NaN,NaN,0.049638119,4.54,0.33,1,0.46,0.101,0.101809955,0.072687225,0.074660633,0.717391304,NaN,NaN,0.052171836,-0.024224748,0.074130882,0.101809955,0.01922662,0.117146924,0.085335344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1875,NaN,NaN,NaN,NaN,NaN,NaN,0.044697863,4.37,0.3,0.909090909,0.36,0.082,0.028634361,0.068649886,0.066079295,0.833333333,NaN,NaN,-0.016063502,0.053919255,0.072603302,0.028634361,0.095676223,0.114588946,0.087428105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1876,NaN,NaN,NaN,NaN,NaN,NaN,0.041846129,3.58,0.3,1,0.28,0.078,-0.112128146,0.083798883,0.068649886,1.071428571,NaN,NaN,-0.153974275,0.096561568,0.071818767,-0.112128146,0.137916831,0.11406381,0.083268858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1877,NaN,NaN,NaN,NaN,NaN,NaN,0.042255515,3.25,0.19,0.633333333,0.3,0.092,-0.039106145,0.058461538,0.053072626,0.633333333,NaN,NaN,-0.08136166,0.135652178,0.083034471,-0.039106145,0.177123282,0.125923603,0.094194148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1878,NaN,NaN,NaN,NaN,NaN,NaN,0.038819214,3.45,0.18,0.947368421,0.31,0.09,0.116923077,0.052173913,0.055384615,0.580645161,NaN,NaN,0.078103863,0.14761346,0.07013059,0.116923077,0.189936192,0.113051127,0.103938078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1879,NaN,NaN,NaN,NaN,NaN,NaN,0.041166122,4.92,0.2,1.111111111,0.38,0.077,0.484057971,0.040650407,0.057971014,0.526315789,NaN,NaN,0.442891849,0.11689982,0.090601951,0.484057971,0.160729659,0.132555862,0.086362408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1880,NaN,NaN,NaN,NaN,NaN,NaN,0.042689334,5.84,0.26,1.3,0.49,0.084,0.239837398,0.044520548,0.052845528,0.530612245,NaN,NaN,0.197148064,-0.006016317,0.039973752,0.239837398,0.038075368,0.081536591,0.064683664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1881,NaN,NaN,NaN,NaN,NaN,NaN,0.042425334,6.01,0.32,1.230769231,0.44,0.073,0.08390411,0.053244592,0.054794521,0.727272727,NaN,NaN,0.041478776,-0.001165252,0.001985136,0.08390411,0.040799132,0.044234592,0.049934429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1882,NaN,NaN,NaN,NaN,NaN,NaN,0.046513653,5.84,0.32,1,0.43,0.074,0.024958403,0.054794521,0.053244592,0.744186047,NaN,NaN,-0.02155525,0.008237885,-0.006885458,0.024958403,0.049402926,0.034959052,0.030087005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1883,NaN,NaN,NaN,NaN,NaN,NaN,0.046354752,5.34,0.33,1.03125,0.4,0.075,-0.029109589,0.061797753,0.056506849,0.825,NaN,NaN,-0.075464341,-0.001205515,0.001688396,-0.029109589,0.040155926,0.042510853,0.029896783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1884,NaN,NaN,NaN,NaN,NaN,NaN,0.042475348,4.34,0.31,0.939393939,0.31,0.071,-0.129213483,0.071428571,0.058052434,1,NaN,NaN,-0.171688831,0.009764277,-0.007570417,-0.129213483,0.04977291,0.033242943,0.03639235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1885,NaN,NaN,NaN,NaN,NaN,NaN,0.032052833,5.2,0.24,0.774193548,0.27,0.052,0.253456221,0.046153846,0.055299539,0.888888889,NaN,NaN,0.221403388,0.051794389,0.042634811,0.253456221,0.091179809,0.08368959,0.04870335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.023738903,NaN,NaN,NaN,NaN,NaN,NaN
1886,NaN,NaN,NaN,NaN,NaN,NaN,0.03842862,5.64,0.22,0.916666667,0.33,0.059,0.126923077,0.039007092,0.042307692,0.666666667,NaN,NaN,0.088494457,-0.020541495,0.0153382,0.126923077,0.021691573,0.056459641,0.041602535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016458602,NaN,NaN,NaN,NaN,NaN,NaN
1887,NaN,NaN,NaN,NaN,NaN,NaN,0.04749565,5.27,0.25,1.136363636,0.36,0.068,-0.021276596,0.04743833,0.044326241,0.694444444,NaN,NaN,-0.068772246,-0.002290834,-0.027497227,-0.021276596,0.041089566,0.01628992,0.050323858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01829846,NaN,NaN,NaN,NaN,NaN,NaN
1888,NaN,NaN,NaN,NaN,NaN,NaN,0.039590717,5.14,0.23,0.92,0.26,0.051,0.018975332,0.044747082,0.043643264,0.884615385,NaN,NaN,-0.020615385,0.017529038,-0.017696879,0.018975332,0.057914201,0.022568824,0.06065148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012850602,NaN,NaN,NaN,NaN,NaN,NaN
1889,NaN,NaN,NaN,NaN,NaN,NaN,0.039359281,5.32,0.22,0.956521739,0.3,0.056,0.077821012,0.041353383,0.042801556,0.733333333,NaN,NaN,0.038461731,-0.020618592,-0.011852308,0.077821012,0.02326614,0.026834807,0.07498936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006874038,NaN,NaN,NaN,NaN,NaN,NaN
1890,NaN,NaN,NaN,NaN,NaN,NaN,0.046291072,4.6,0.22,1,0.29,0.063,-0.093984962,0.047826087,0.041353383,0.75862069,NaN,NaN,-0.140276034,-0.028344899,-0.021559171,-0.093984962,0.012237085,0.018363022,0.085486324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022621059,NaN,NaN,NaN,NaN,NaN,NaN
1891,NaN,NaN,NaN,NaN,NaN,NaN,0.044165278,5.41,0.22,1,0.34,0.063,0.223913043,0.040665434,0.047826087,0.647058824,NaN,NaN,0.179747765,0.00376963,0.018660073,0.223913043,0.040801519,0.055824652,0.097825741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016123532,NaN,NaN,NaN,NaN,NaN,NaN
1892,NaN,NaN,NaN,NaN,NaN,NaN,0.032519466,5.51,0.24,1.090909091,0.37,0.067,0.06284658,0.043557169,0.044362292,0.648648649,NaN,NaN,0.030327114,-0.038077186,0.021801719,0.06284658,-0.000277386,0.056919781,0.067468599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01088616,NaN,NaN,NaN,NaN,NaN,NaN
1893,NaN,NaN,NaN,NaN,NaN,NaN,0.057088564,4.41,0.25,1.041666667,0.26,0.059,-0.154264973,0.056689342,0.045372051,0.961538462,NaN,NaN,-0.211353537,-0.015890874,0.027434708,-0.154264973,0.020802588,0.062606679,0.087472378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05458439,NaN,NaN,NaN,NaN,NaN,NaN
1894,NaN,NaN,NaN,NaN,NaN,NaN,0.022845543,4.3,0.21,0.84,0.16,0.037,0.022675737,0.048837209,0.047619048,1.3125,NaN,NaN,-0.000169806,0.066727691,0.079919763,0.022675737,0.097971372,0.111934518,0.116691429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016738738,NaN,NaN,NaN,NaN,NaN,NaN
1895,NaN,NaN,NaN,NaN,NaN,NaN,0.028540597,4.32,0.19,0.904761905,0.25,0.058,0.048837209,0.043981481,0.044186047,0.76,NaN,NaN,0.020296612,0.08071326,0.10418794,0.048837209,0.113967198,0.137807208,0.120916389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.028689706,NaN,NaN,NaN,NaN,NaN,NaN
1896,NaN,NaN,NaN,NaN,NaN,NaN,0.04800483,4.22,0.18,0.947368421,0.21,0.05,0.018518519,0.042654028,0.041666667,0.857142857,NaN,NaN,-0.029486311,0.107862307,0.103316149,0.018518519,0.142405736,0.138557329,0.09287982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046433235,NaN,NaN,NaN,NaN,NaN,NaN
1897,NaN,NaN,NaN,NaN,NaN,NaN,0.026987773,4.75,0.18,1,0.31,0.065,0.168246445,0.037894737,0.042654028,0.580645161,NaN,NaN,0.141258672,0.147701055,0.081054495,0.168246445,0.179458946,0.115858587,0.127612612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022751517,NaN,NaN,NaN,NaN,NaN,NaN
1898,NaN,NaN,NaN,NaN,NaN,NaN,0.02983966,5.65,0.2,1.111111111,0.35,0.062,0.231578947,0.03539823,0.042105263,0.571428571,NaN,NaN,0.201739287,0.122288137,0.099378656,0.231578947,0.156627267,0.135093657,0.129372805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.032424408,NaN,NaN,NaN,NaN,NaN,NaN
1899,NaN,NaN,NaN,NaN,NaN,NaN,0.03289683,6.02,0.21,1.05,0.48,0.08,0.102654867,0.034883721,0.037168142,0.4375,NaN,NaN,0.069758037,0.044876701,0.09358988,0.102654867,0.082236944,0.130062898,0.10376388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.027096542,NaN,NaN,NaN,NaN,NaN,NaN
1900,NaN,NaN,NaN,NaN,NaN,NaN,0.034988052,6.87,0.3,1.428571429,0.48,0.07,0.1910299,0.043668122,0.049833887,0.625,NaN,NaN,0.156041848,0.084830653,0.087413467,0.1910299,0.122284357,0.125880097,0.100089603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017160114,NaN,NaN,NaN,NaN,NaN,NaN
1901,NaN,NaN,NaN,NaN,NaN,NaN,0.034077139,7.95,0.32,1.066666667,0.5,0.063,0.203784571,0.040251572,0.04657933,0.64,NaN,NaN,0.169707432,0.085865855,0.016469017,0.203784571,0.123351104,0.057504165,0.091031037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037292987,NaN,NaN,NaN,NaN,NaN,NaN
1902,NaN,NaN,NaN,NaN,NaN,NaN,0.039893972,8.05,0.33,1.03125,0.63,0.078,0.05408805,0.040993789,0.041509434,0.523809524,NaN,NaN,0.014194078,0.057228998,0.049428874,0.05408805,0.097269242,0.090579516,0.06640862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013393028,NaN,NaN,NaN,NaN,NaN,NaN
1903,NaN,NaN,NaN,NaN,NaN,NaN,0.044945218,6.57,0.35,1.060606061,0.53,0.081,-0.140372671,0.053272451,0.043478261,0.660377358,NaN,NaN,-0.185317889,-0.013723678,0.069983319,-0.140372671,0.028931307,0.109905333,0.059102775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.024745582,NaN,NaN,NaN,NaN,NaN,NaN
1904,NaN,NaN,NaN,NaN,NaN,NaN,0.033364138,8.25,0.31,0.885714286,0.49,0.059,0.302891933,0.037575758,0.04718417,0.632653061,NaN,NaN,0.269527795,0.103425185,0.079817565,0.302891933,0.144068246,0.119140264,0.099825441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01266884,NaN,NaN,NaN,NaN,NaN,NaN
1905,NaN,NaN,NaN,NaN,NaN,NaN,0.035145776,9.54,0.33,1.064516129,0.67,0.07,0.196363636,0.034591195,0.04,0.492537313,NaN,NaN,0.16121786,0.081134665,0.04514514,0.196363636,0.121363614,0.084236207,0.08232003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015637005,NaN,NaN,NaN,NaN,NaN,NaN
1906,NaN,NaN,NaN,NaN,NaN,NaN,0.046852117,9.84,0.4,1.212121212,0.76,0.077,0.073375262,0.040650407,0.041928721,0.526315789,NaN,NaN,0.026523145,0.02559546,0.028410104,0.073375262,0.066945255,0.067945275,0.046313537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017091924,NaN,NaN,NaN,NaN,NaN,NaN
1907,NaN,NaN,NaN,NaN,NaN,NaN,0.052967677,6.57,0.44,1.1,0.66,0.1,-0.287601626,0.066971081,0.044715447,0.666666667,NaN,NaN,-0.340569303,0.025654996,0.00495811,-0.287601626,0.06398291,0.044365318,0.060664618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047979057,NaN,NaN,NaN,NaN,NaN,NaN
1908,NaN,NaN,NaN,NaN,NaN,NaN,0.034885596,9.03,0.4,0.909090909,0.58,0.064,0.435312024,0.044296788,0.060882801,0.689655172,NaN,NaN,0.400426428,0.102583377,0.04328699,0.435312024,0.137968658,0.080653823,0.100981631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020052109,NaN,NaN,NaN,NaN,NaN,NaN
1909,NaN,NaN,NaN,NaN,NaN,NaN,0.031293578,10.3,0.44,1.1,0.76,0.074,0.189368771,0.042718447,0.048726467,0.578947368,NaN,NaN,0.158075193,-0.005030072,0.032055947,0.189368771,0.032569366,0.068223437,0.049757946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010034856,NaN,NaN,NaN,NaN,NaN,NaN
1910,NaN,NaN,NaN,NaN,NaN,NaN,0.040750009,9.05,0.47,1.068181818,0.73,0.081,-0.075728155,0.051933702,0.045631068,0.643835616,NaN,NaN,-0.116478164,-0.051098539,0.018982804,-0.075728155,-0.012020806,0.054431756,0.045724645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.018907775,NaN,NaN,NaN,NaN,NaN,NaN
1911,NaN,NaN,NaN,NaN,NaN,NaN,0.031742712,9.11,0.47,1,0.59,0.065,0.058563536,0.051591658,0.051933702,0.796610169,NaN,NaN,0.026820824,0.036558921,-0.003509632,0.058563536,0.072784689,0.031576595,0.074607144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007783574,NaN,NaN,NaN,NaN,NaN,NaN
1912,NaN,NaN,NaN,NaN,NaN,NaN,0.038254509,9.38,0.48,1.021276596,0.7,0.075,0.082327113,0.051172708,0.052689352,0.685714286,NaN,NaN,0.044072604,0.044507394,0.020802862,0.082327113,0.079637382,0.058294409,0.07257423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006454296,NaN,NaN,NaN,NaN,NaN,NaN
1913,NaN,NaN,NaN,NaN,NaN,NaN,0.045956379,8.04,0.48,1,0.63,0.078,-0.091684435,0.059701493,0.051172708,0.761904762,NaN,NaN,-0.137640814,-0.01909217,0.036181496,-0.091684435,0.016029103,0.074562326,0.086766269,NaN,NaN,NaN,NaN,NaN,NaN,0.023652101,NaN,NaN,NaN,0.010675343,NaN,NaN,NaN,NaN,NaN,NaN
1914,NaN,NaN,NaN,NaN,NaN,NaN,0.038685054,7.35,0.42,0.875,0.52,0.071,-0.03358209,0.057142857,0.052238806,0.807692308,NaN,NaN,-0.072267144,0.047837648,0.02181987,-0.03358209,0.083483637,0.062035503,0.118192727,NaN,NaN,NaN,NaN,NaN,NaN,0.009636084,NaN,NaN,NaN,0.011600559,NaN,NaN,NaN,NaN,NaN,NaN
1915,NaN,NaN,NaN,NaN,NaN,NaN,0.026490187,9.48,0.43,1.023809524,0.88,0.093,0.34829932,0.04535865,0.058503401,0.488636364,NaN,NaN,0.321809133,0.092635686,0.046710771,0.34829932,0.129440561,0.086971396,0.132494713,NaN,NaN,NaN,NaN,NaN,NaN,0.019514295,NaN,NaN,NaN,0.019104943,NaN,NaN,NaN,NaN,NaN,NaN
1916,NaN,NaN,NaN,NaN,NaN,NaN,0.026263814,9.8,0.56,1.302325581,1.53,0.156,0.092827004,0.057142857,0.05907173,0.366013072,NaN,NaN,0.06656319,-0.01936058,0.0342183,0.092827004,0.023906258,0.075908898,0.133986201,NaN,NaN,NaN,NaN,NaN,NaN,0.115354583,NaN,NaN,NaN,0.017832474,NaN,NaN,NaN,NaN,NaN,NaN
1917,NaN,NaN,NaN,NaN,NaN,NaN,0.03821093,6.8,0.69,1.232142857,1.28,0.188,-0.235714286,0.101470588,0.070408163,0.5390625,NaN,NaN,-0.273925216,-0.012279385,0.024047639,-0.235714286,0.033534689,0.067529121,0.161830082,NaN,NaN,NaN,NaN,NaN,NaN,0.182506984,NaN,NaN,NaN,0.035561568,NaN,NaN,NaN,NaN,NaN,NaN
1918,NaN,NaN,NaN,NaN,NaN,NaN,0.048579958,7.9,0.57,0.826086957,0.99,0.125,0.245588235,0.072151899,0.083823529,0.575757576,NaN,NaN,0.197008277,0.089378025,0.09559861,0.245588235,0.134849913,0.137292816,0.174867874,NaN,NaN,NaN,NaN,NaN,NaN,0.202771442,NaN,NaN,NaN,0.015361258,NaN,NaN,NaN,NaN,NaN,NaN
1919,NaN,NaN,NaN,NaN,NaN,NaN,0.044479485,8.92,0.53,0.929824561,0.93,0.104,0.196202532,0.05941704,0.067088608,0.569892473,NaN,NaN,0.151723047,0.049050082,0.103216437,0.196202532,0.092565979,0.142984935,0.134472117,NaN,NaN,0.0573,0.0777,0.049,NaN,0.145753222,NaN,NaN,NaN,0.024540792,NaN,NaN,NaN,NaN,NaN,NaN
1920,NaN,NaN,NaN,NaN,NaN,NaN,0.0588,6.81,0.51,0.962264151,0.8,0.117,-0.179372197,0.074889868,0.057174888,0.6375,NaN,NaN,-0.238172197,0.064091789,0.09687625,-0.179372197,0.103851789,0.13467625,0.083354414,NaN,0.0588,0.0626,0.0856,0.054,NaN,0.021238322,NaN,NaN,NaN,0.0334078,NaN,NaN,NaN,NaN,NaN,NaN
1921,NaN,NaN,NaN,NaN,NaN,NaN,0.039,7.31,0.46,0.901960784,0.29,0.04,0.140969163,0.062927497,0.067547724,1.586206897,NaN,NaN,0.101969163,0.161792842,0.178686161,0.140969163,0.196812842,0.212614732,0.090810307,0.596534654,0.039,0.055,0.0761,0.0447,NaN,-0.107869955,NaN,NaN,NaN,0.01901912,NaN,NaN,NaN,NaN,NaN,NaN
1922,NaN,NaN,NaN,NaN,NaN,NaN,0.0365,8.78,0.51,1.108695652,0.69,0.079,0.270861833,0.05808656,0.069767442,0.739130435,NaN,NaN,0.234361833,0.162867356,0.21902679,0.270861833,0.196227356,0.253469647,0.123208983,0.472649486,0.0365,0.0508,0.0702,0.0432,NaN,-0.025483902,NaN,NaN,NaN,0.014713101,NaN,NaN,NaN,NaN,NaN,NaN
1923,NaN,NaN,NaN,NaN,NaN,NaN,0.0388,8.55,0.53,1.039215686,0.98,0.115,0.034168565,0.061988304,0.060364465,0.540816327,NaN,NaN,-0.004631435,0.182894426,0.169894988,0.034168565,0.215294426,0.203452131,0.099399539,0.540201005,0.0388,0.0509,0.0738,0.0435,NaN,0.025618854,NaN,NaN,NaN,0.015696907,NaN,NaN,NaN,NaN,NaN,NaN
1924,NaN,NaN,NaN,NaN,NaN,NaN,0.0257,10.16,0.55,1.037735849,0.93,0.092,0.252631579,0.054133858,0.064327485,0.591397849,NaN,NaN,0.226931579,0.260691427,0.134276502,0.252631579,0.293851427,0.164405073,0.13514865,0.45888308,0.0257,0.0495,0.0646,0.0396,NaN,-0.001993174,NaN,NaN,NaN,0.010721562,NaN,NaN,NaN,NaN,NaN,NaN
1925,NaN,NaN,NaN,NaN,NaN,NaN,0.0351,12.46,0.6,1.090909091,1.25,0.1,0.285433071,0.048154093,0.059055118,0.48,NaN,NaN,0.250333071,0.193392955,0.038813432,0.285433071,0.227472955,0.068713432,0.14183243,0.389378271,0.0351,0.0485,0.0615,0.038,NaN,0.038328326,NaN,NaN,NaN,0.013528506,NaN,NaN,NaN,NaN,NaN,NaN
1926,NaN,NaN,NaN,NaN,NaN,NaN,0.0307,13.49,0.69,1.15,1.24,0.092,0.138041734,0.051148999,0.055377207,0.556451613,NaN,NaN,0.107341734,0.092534173,-0.009848646,0.138041734,0.122554173,0.015094211,0.089767334,0.441475827,0.0307,0.0468,0.0568,0.0354,0.05088521,-0.015097384,NaN,0.07769524,0.073744405,0.016486225,NaN,NaN,0.122004602,0.066031023,NaN,NaN
1927,NaN,NaN,NaN,NaN,NaN,NaN,0.0317,17.66,0.77,1.115942029,1.11,0.063,0.366197183,0.043601359,0.057079318,0.693693694,NaN,NaN,0.334497183,-0.017196156,0.050081573,0.366197183,0.011503844,0.071053001,0.103303351,0.37468859,0.0317,0.0446,0.0532,0.0316,0.076474752,-0.021175602,0.265512354,0.089448628,0.074436369,0.009419065,NaN,NaN,0.358791645,0.294560247,NaN,NaN
1928,NaN,NaN,NaN,NaN,NaN,NaN,0.0426,24.35,0.85,1.103896104,1.38,0.057,0.426953567,0.034907598,0.04813137,0.615942029,NaN,NaN,0.384353567,-0.102155888,-0.000153951,0.426953567,-0.079715888,0.016617477,0.072156083,0.259666667,0.0426,0.0461,0.056,0.034,0.063068738,-0.009793164,0.497429287,0.000827246,0.028411562,0.019799325,NaN,NaN,0.388440408,0.333130679,NaN,NaN
