year,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,div_g,E12,ep,SP500,dp,dy,de,cay_ll,cay_goyal,ERP,ERP5,ERP7,sp1,sp5,sp7,sp12,b/m,tbl,AAA,BAA,lty,ntis,infl,eqis,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,MKVGDP,y
1975,NaN,NaN,NaN,NaN,NaN,NaN,0.0544,90.19,3.68,1.022222222,7.96,0.088,0.369165694,0.04080275,0.053675613,0.462311558,NaN,-0.026549209,0.314765694,0.082000333,0.058991186,0.369165694,0.155960333,0.149448329,0.169046686,0.876338851,0.0544,0.0879,0.1056,0.0805,0.023709429,0.071290944,0.202599873,0.091868877,0.146442563,0.024263499,-0.000465116,0.032832153,0.369624806,0.3136594,0.0788067,18615
1976,NaN,NaN,NaN,NaN,NaN,NaN,0.0435,107.46,4.05,1.100543478,9.91,0.092,0.236389844,0.037688442,0.0449052,0.408678103,NaN,-0.018775767,0.192889844,0.051028098,0.031777797,0.236389844,0.145088098,0.125806368,0.14300408,0.779973125,0.0435,0.0798,0.0912,0.0721,0.028565706,0.050359712,0.207928029,0.16764511,0.186468694,0.012467234,-0.001122704,0.034114296,0.239159837,0.191175251,0.08262204,19003
1977,NaN,NaN,NaN,NaN,NaN,NaN,0.0607,95.1,4.67,1.15308642,10.89,0.115,-0.071561511,0.049106204,0.043458031,0.428833792,NaN,-0.012590127,-0.132261511,-0.018943447,0.023239657,-0.071561511,0.088116553,0.123911086,0.136920624,0.960333025,0.0607,0.0819,0.0899,0.0803,0.030475541,0.066780822,0.218935901,-0.006988548,0.017097783,0.008259721,-0.00183389,0.036956637,-0.074266055,-0.116925128,0.08205684,19402
1978,NaN,NaN,NaN,NaN,NaN,NaN,0.0908,96.11,5.07,1.085653105,12.33,0.128,0.063932702,0.052752055,0.053312303,0.411192214,NaN,-0.011248667,-0.026867298,0.032363249,0.039142969,0.063932702,0.143163249,0.142657255,0.168908497,1.045701296,0.0908,0.0916,0.0994,0.0898,0.014874873,0.08988764,0.219449153,-0.01165869,-0.000703563,0.015801217,-0.001548154,0.041014551,0.064114882,0.009448029,0.08311001,20081
1979,NaN,NaN,NaN,NaN,NaN,NaN,0.1204,107.94,5.65,1.114398422,14.86,0.138,0.181874935,0.052343895,0.058786807,0.380215343,NaN,-0.006940056,0.061474935,0.064361282,0.077205674,0.181874935,0.175001282,0.177891388,0.160965699,1.061950068,0.1204,0.1074,0.1206,0.1012,0.010549299,0.132547865,0.220056739,-0.012503116,-0.042004106,0.01182307,-0.000371131,0.040554069,0.18587755,0.122834994,0.09481804,20250
1980,0.1051066,-0.008546697,0.0448045,0.0603021,0.1536681,-0.011213956,0.1549,135.76,6.16,1.090265487,14.82,0.109,0.314804521,0.04537419,0.057068742,0.415654521,-0.009245729,-0.005551179,0.159904521,0.04787863,0.087008368,0.314804521,0.15055863,0.178394082,0.170810464,0.891503024,0.1549,0.1321,0.1514,0.1199,0.026816359,0.123537061,0.278024289,-0.039529864,-0.02756526,0.027341856,0.001020158,0.037852348,0.325901839,0.259840596,0.1193534,20155
1981,0.10387,-0.009783297,0.0472863,0.0565838,0.1529954,-0.011886656,0.1085,122.55,6.63,1.076298701,15.36,0.125,-0.048467885,0.054100367,0.048836181,0.431640625,-0.006463836,0.003154341,-0.156967885,0.063812052,0.064015495,-0.048467885,0.149712052,0.141515495,0.150770461,1.061142857,0.1085,0.1423,0.1655,0.1334,0.011909673,0.08912037,0.362175137,0.018569706,-0.012361932,0.018130824,-0.001279466,0.039057405,-0.048638944,-0.096532793,0.1298969,20454
1982,0.1048769,-0.008776397,0.0492001,0.0556768,0.1551892,-0.009692856,0.0794,140.64,6.87,1.036199095,12.64,0.09,0.203671971,0.048848123,0.056058752,0.543512658,-0.005520938,0.007129844,0.124271971,0.121224387,0.098252104,0.203671971,0.196484387,0.171780676,0.163094779,0.932214727,0.0794,0.1183,0.1414,0.1095,0.002990054,0.038257173,0.364753903,0.403503691,0.425618993,0.033440923,-0.001346349,0.033227863,0.221405849,0.153918596,0.1389312,20686
1983,0.1042576,-0.009395697,0.0487641,0.0554934,0.1546986,-0.010183456,0.09,164.93,7.09,1.03202329,14.03,0.085,0.223122867,0.042987934,0.0504124,0.505345688,0.015019008,0.023449983,0.133122867,0.096160876,0.114212245,0.223122867,0.167080876,0.187297959,0.147194041,0.700359118,0.09,0.1257,0.1375,0.1197,0.02702048,0.037871034,0.430007753,0.006519063,0.062585764,0.017870773,-0.001693727,0.035578786,0.222868403,0.170181635,0.1789888,21214
1984,0.1071126,-0.006540697,0.0497995,0.0573131,0.1570568,-0.007825256,0.0806,167.24,7.53,1.062059238,16.64,0.099,0.059661675,0.045025114,0.045655733,0.452524038,0.022499859,0.014439567,-0.020938325,0.086073978,0.081083139,0.059661675,0.155133978,0.150940282,0.159528172,0.733098377,0.0806,0.1213,0.134,0.117,-0.027196787,0.040433925,0.170737412,0.15492498,0.168601577,0.01625091,-0.001127664,0.038910092,0.066899078,0.01839496,0.2363767,22479
1985,0.1149478,0.001294503,0.0536266,0.0613212,0.1674485,0.002566444,0.071,211.28,7.9,1.049136786,14.61,0.069,0.310571634,0.03739114,0.047237503,0.54072553,0.034037988,0.02451248,0.239571634,0.137460235,0.121118916,0.310571634,0.205660235,0.185276059,0.173458677,0.592692688,0.071,0.1016,0.1158,0.0956,-0.019465082,0.037914692,0.176455391,0.30971145,0.300908898,0.010517816,-0.001721356,0.037882163,0.31979426,0.266198131,0.2964694,22961
1986,0.1190948,0.005441503,0.0559888,0.063106,0.1731829,0.008300844,0.0553,242.17,8.28,1.048101266,14.48,0.06,0.18539379,0.034190858,0.039189701,0.571823204,0.020952203,0.012203221,0.13009379,0.069789734,0.092912181,0.18539379,0.137269734,0.151526467,0.175160485,0.498430866,0.0553,0.0849,0.0997,0.0789,-0.011379026,0.011872146,0.164734155,0.245212379,0.198474773,0.021676364,-0.002240325,0.034671721,0.180660035,0.138703149,0.3961754,23632
1987,0.1195592,0.005905903,0.0577234,0.0618358,0.1744285,0.009546444,0.0577,247.08,8.81,1.064009662,17.5,0.071,0.056654416,0.035656468,0.036379403,0.503428571,0.016976221,0.023271214,-0.001045584,0.095633398,0.084159344,0.056654416,0.160193398,0.139245058,0.183325963,0.508812016,0.0577,0.1011,0.1129,0.092,0.013274756,0.0433213,0.150406825,-0.027165685,-0.002675911,0.103327033,-0.00270069,0.034289296,0.051557898,0.016420105,0.5211128,23929
1988,0.1170928,0.003439503,0.057656,0.0594368,0.1705053,0.005623244,0.0807,277.72,9.73,1.104426788,23.75,0.086,0.163388376,0.035035287,0.039379958,0.409684211,0.020850857,0.023086374,0.082688376,0.104267412,0.078146301,0.163388376,0.163727412,0.132989158,0.196007933,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.021405748,0.044117647,0.114644401,0.096665852,0.107041209,0.029262115,-0.002291317,0.034627534,0.169617622,0.120568113,0.4642216,24825
1989,0.1172566,0.003603303,0.0589424,0.0583143,0.1698132,0.004931144,0.0763,353.4,11.05,1.135662898,22.87,0.065,0.312292957,0.031267685,0.039788276,0.483165719,0.021175433,0.028945253,0.235992957,0.101494523,0.11200974,0.312292957,0.150934523,0.162666883,0.174865719,0.390454744,0.0763,0.0886,0.0982,0.0816,-0.012323107,0.046396023,0.097787238,0.180974998,0.162313634,0.017239006,-0.002928834,0.034781411,0.313714591,0.267520522,0.3820985,25340
1990,0.1162918,0.002638503,0.0610046,0.0552872,0.1693517,0.004469644,0.0674,330.22,12.09,1.094117647,21.34,0.065,-0.031380872,0.036611956,0.034210526,0.566541706,0.022607846,0.034988427,-0.098780872,0.045668554,0.103686135,-0.031380872,0.091048554,0.150457564,0.138965876,0.48449686,0.0674,0.0905,0.1043,0.0844,-0.001841458,0.062549485,0.078345326,0.0616925,0.067827349,0.025450332,-0.002338233,0.032934468,-0.031922098,-0.066185682,0.3688044,25556
1991,0.1139117,0.000258403,0.0619081,0.0520037,0.1678338,0.002951744,0.0407,417.09,12.2,1.009098428,15.97,0.038,0.300012113,0.029250282,0.036945067,0.763932373,0.006384445,0.028251353,0.259312113,0.129371219,0.157711021,0.300012113,0.171551219,0.202225307,0.123276257,0.420344417,0.0407,0.0831,0.0926,0.073,0.031565402,0.029806259,0.152766953,0.1926494,0.198889668,0.020679706,-0.001253216,0.030481191,0.306716848,0.265983041,0.338656,25394
1992,0.1065017,-0.007151597,0.0589142,0.0475876,0.1595365,-0.005345556,0.0322,435.71,12.38,1.014754098,19.09,0.044,0.074324486,0.028413394,0.029681843,0.648507072,0.002287529,0.019115557,0.042124486,0.113054341,0.154877795,0.074324486,0.156914341,0.199849224,0.121905554,0.394109614,0.0322,0.0798,0.0881,0.0726,0.038733124,0.029667149,0.150194882,0.080535796,0.093934337,0.009422495,-0.001111524,0.032395171,0.077210467,0.045915917,0.3578026,26134
1993,0.1040531,-0.009600197,0.0570637,0.0469895,0.1567239,-0.008158156,0.0306,466.45,12.58,1.016155089,21.89,0.047,0.099423929,0.026969664,0.028872415,0.57469164,0.014654266,0.030206325,0.068823929,0.16050811,0.171265448,0.099423929,0.20824811,0.219065448,0.124663331,0.305267223,0.0306,0.0693,0.0769,0.0654,0.045748758,0.028109628,0.144115072,0.182345818,0.13185004,0.007417782,-0.001012497,0.034182489,0.098911171,0.068581435,0.4345926,26217
1994,0.1055117,-0.008141597,0.0556383,0.0498735,0.1586963,-0.006185756,0.056,459.27,13.18,1.047694754,30.6,0.067,0.012863115,0.028697716,0.028255976,0.430718954,0.029778011,0.040673675,-0.043136885,0.19463923,0.140288002,0.012863115,0.24503923,0.191959431,0.120406734,0.2915683,0.056,0.0846,0.091,0.0799,0.016594757,0.025974026,0.120390285,-0.077770776,-0.057610696,0.009652239,-0.000576007,0.036079627,0.013606584,-0.014877025,0.4860149,26610
1995,0.1111449,-0.002508397,0.056642,0.0545029,0.1645796,-0.000302456,0.0514,615.93,13.79,1.046282246,33.96,0.055,0.371132449,0.022388908,0.030025911,0.40606596,0.02513309,0.03703272,0.319732449,0.234634218,0.127106819,0.371132449,0.284234218,0.173192534,0.13234534,0.255026383,0.0514,0.0682,0.0749,0.0603,0.015641026,0.025316456,0.12124072,0.316564929,0.272042355,0.006427276,-0.000146604,0.03706799,0.376646475,0.34256163,0.5777033,27180
1996,0.1132075,-0.000445797,0.0560491,0.0571584,0.1662842,0.001402144,0.0491,740.74,14.9,1.080493111,38.73,0.052,0.226827724,0.02011502,0.024191061,0.384714691,0.026456963,0.040262248,0.177727724,0.14108409,0.048351284,0.226827724,0.19194409,0.088794141,0.105988307,0.20734273,0.0491,0.072,0.0789,0.0673,0.024100872,0.033788174,0.198665864,-0.009184554,0.01401567,0.014077528,-0.000396755,0.039387816,0.232178203,0.205370245,0.751851,27718
1997,0.1134129,-0.000240397,0.0561702,0.0572427,0.1665116,0.001629544,0.0516,970.43,15.49,1.039597315,39.72,0.041,0.330993331,0.015961996,0.020911521,0.389979859,0.017864243,0.031194286,0.279393331,0.078457512,0.062184993,0.330993331,0.122877512,0.096899278,0.05662554,0.178800884,0.0516,0.0676,0.0732,0.0602,0.015578728,0.016970459,0.142700117,0.158659371,0.129494216,0.033199876,-0.000888779,0.041289035,0.336078126,0.312675327,0.9450075,28396
1998,0.1119012,-0.001752097,0.0549157,0.0569855,0.1634426,-0.001439456,0.0439,1229.23,16.2,1.045836023,37.71,0.031,0.283379533,0.013178982,0.016693631,0.429594272,0.00120514,0.015123008,0.239479533,-0.023732413,0.034488488,0.283379533,0.012747587,0.064959917,0.05065518,0.173611315,0.0439,0.0622,0.0723,0.0542,0.020063152,0.016069221,0.120658603,0.130704037,0.10755564,0.041258302,-0.001033873,0.042801025,0.2930113,0.273920846,1.188336,29723
1999,0.1147385,0.001085203,0.0554716,0.0592668,0.1663188,0.001436744,0.052,1469.25,16.69,1.030246914,48.17,0.033,0.208838053,0.011359537,0.013577605,0.346481212,-0.000852168,0.006686578,0.156838053,-0.016715583,0.00162638,0.208838053,0.012784417,0.031383523,0.03939113,0.147167259,0.052,0.0755,0.0819,0.0682,0.017962181,0.02676399,0.13845605,-0.089898841,-0.074542595,0.032677807,0.000064278,0.042943731,0.213522706,0.197944485,1.611125,30351
2000,0.1178731,0.004219803,0.0564913,0.0613818,0.167961,0.003078944,0.0577,1320.28,16.27,0.974835231,50,0.038,-0.09031819,0.012323144,0.011073677,0.3254,-0.004579916,0.012294125,-0.14801819,-0.030979634,-0.005403859,-0.09031819,-0.007499634,0.023853284,0.023736273,0.151851504,0.0577,0.0721,0.0802,0.0558,-0.002250628,0.03436019,0.140989561,0.214934372,0.128545365,0.049216676,-0.000524853,0.043168352,-0.0850694,-0.095457481,2.368826,31523
2001,0.1239228,0.010269503,0.0580172,0.0659055,0.1742021,0.009320044,0.0169,1148.08,15.74,0.967424708,24.69,0.022,-0.118505166,0.013709846,0.011921714,0.637505063,0.008942927,0.011622582,-0.135405166,0.000512959,0.019291319,-0.118505166,0.020232959,0.044591319,0.044504744,0.131217846,0.0169,0.0677,0.0805,0.0575,0.013466976,0.016036655,0.086543116,0.037027522,0.106366572,0.045605684,-0.001336167,0.037603251,-0.119099718,-0.13069199,2.411726,32075
2002,0.1237762,0.010122903,0.0581035,0.0656727,0.1731626,0.008280544,0.0119,879.82,16.077,1.021410419,27.59,0.031,-0.219656296,0.018273056,0.01400338,0.582711127,0.012347751,0.002201271,-0.231556296,0.049119269,-0.013625869,-0.219656296,0.075159269,0.009302702,0.081092371,0.295385896,0.0119,0.0621,0.0745,0.0484,0.025698438,0.024802706,0.082027658,0.178413928,0.166415175,0.067692227,-0.004144305,0.034160503,-0.217776499,-0.230561456,1.740606,32754
2003,0.1224068,0.008753503,0.0583128,0.064094,0.1698261,0.004944044,0.009,1111.92,17.385,1.081358462,48.74,0.044,0.283563683,0.015635118,0.019759724,0.356688551,0.009034281,-0.00996727,0.274563683,0.100400139,0.056432033,0.283563683,0.130060139,0.077732033,0.110667413,0.218739865,0.009,0.0562,0.066,0.0515,0.006945692,0.020352035,0.072423089,0.008959396,0.052725551,0.029260841,NaN,0.034960203,0.286921495,0.263896044,1.448938,33345
2004,0.1217972,0.008143903,0.0588848,0.0629124,0.1681647,0.003282644,0.0219,1211.92,19.44,1.118205349,58.55,0.048,0.1074178,0.016040663,0.017483272,0.332023911,-0.01087187,-0.020909955,0.0855178,-0.027677694,0.038181639,0.1074178,0.000242306,0.058395924,0.088187802,0.270619243,0.0219,0.0547,0.0615,0.0484,0.013000232,0.033423181,0.078297462,0.084973184,0.087211543,0.012291436,NaN,0.035655687,0.10969037,0.087381828,1.442168,34224
2005,0.1254726,0.011819303,0.0633563,0.0621163,0.1722999,0.007417844,0.0389,1248.29,22.22,1.143004115,69.93,0.056,0.048344775,0.017800351,0.018334544,0.317746318,-0.011574107,-0.01083968,0.009444775,0.006988549,0.028947634,0.048344775,0.030628549,0.046047634,NaN,0.313477957,0.0389,0.0537,0.0632,0.0461,0.003079044,0.033385498,0.051071208,0.078075593,0.058722731,0.010540529,NaN,0.035856786,0.052073556,0.032872336,1.725969,34428
2006,0.1270844,0.013431103,0.0672685,0.0598159,0.1741662,0.009284144,0.0485,1418.3,24.881,1.119756976,81.51,0.057,0.156126381,0.017542833,0.019932067,0.305250889,-0.017935935,-0.010483529,0.107626381,0.034461779,0.050198876,0.156126381,0.050601779,0.061841733,NaN,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.01495576,0.025239778,0.049123339,0.011759539,0.032355359,0.010061516,NaN,0.036616963,0.156784613,0.135069788,2.055818,35461
2007,0.1304513,0.016798003,0.0706736,0.0597778,0.1792835,0.014401444,0.03,1468.36,27.731,1.114545235,66.18,0.045,0.054848058,0.018885696,0.019552281,0.419023874,-0.019704861,-0.009914055,0.024848058,0.017112457,0.080516015,0.054848058,0.023572457,0.0853303,NaN,0.250582973,0.03,0.0549,0.0665,0.045,-0.041659672,0.041088134,0.077726497,0.098927963,0.025890017,0.025359755,NaN,0.037397836,0.057189851,0.037265859,2.546159,35870
2008,0.1284632,0.014809903,0.0696321,0.058831,0.1774445,0.012562444,0.0003,903.25,28.387,1.023655836,14.88,0.016,-0.365525484,0.031427622,0.019332453,1.907728495,0.00529466,0.005334521,-0.365825484,0.043783539,0.096244037,-0.365525484,0.044383539,0.096815466,NaN,0.354984225,0.0003,0.0505,0.0843,0.0303,-0.024870608,-0.00022228,0.217403737,0.258617706,0.087896464,0.168488655,NaN,0.032566072,-0.364580363,-0.379592641,3.135934,36082
2009,0.1228667,0.009213403,0.0668548,0.0560119,0.1743644,0.009482344,0.0005,1115.1,22.407,0.789340191,50.97,0.046,0.259349017,0.020094162,0.024807086,0.439611536,-0.00410758,-0.024469657,0.258849017,0.180917906,0.15014887,0.259349017,0.181597906,0.151006013,NaN,0.32553066,0.0005,0.0526,0.0637,0.0458,0.010540359,0.028141231,0.197135238,-0.148982727,0.030012264,0.074395719,NaN,0.028039872,0.264807457,0.232915333,2.853784,35620
2010,0.1133711,-0.000282197,0.0617735,0.0515976,0.1645992,-0.000282856,0.0014,1257.64,22.73,1.014415138,77.35,0.062,0.148210923,0.018073535,0.020383822,0.293859082,-0.010848352,-0.032805835,0.146810923,0.156136946,NaN,0.148210923,0.156776946,NaN,NaN,0.358100317,0.0014,0.0502,0.061,0.0414,0.012555027,0.01437793,0.129701667,0.10143661,0.124387394,0.032532488,NaN,0.029875707,0.151523076,0.126974736,2.354985,35684
2011,0.1064652,-0.007188097,0.0557898,0.0506754,0.1580136,-0.006868456,0.0001,1257.6,26.425,1.162560493,86.95,0.069,0.020979772,0.021012246,0.021011577,0.303910293,-0.002149278,-0.022715937,0.020879772,0.12907643,NaN,0.020979772,0.12989643,NaN,NaN,0.357232541,0.0001,0.0393,0.0525,0.0248,-0.006504662,0.030620668,0.128186243,0.270962454,0.179396406,0.053954722,NaN,0.031879495,0.018240163,-0.002837564,2.509498,36299
2012,0.1011441,-0.012509197,0.0513642,0.0497799,0.1525734,-0.012308656,0.0007,1426.19,31.247,1.182478713,86.51,0.061,0.158903467,0.021909423,0.024846533,0.361195238,-0.011731836,-0.036674848,0.158203467,NaN,NaN,0.158903467,NaN,NaN,NaN,0.349032443,0.0007,0.0365,0.0463,0.0241,-0.012265589,0.017819499,0.116498101,0.034386179,0.106748469,0.016176596,NaN,0.032558467,0.160382086,0.133663076,2.292477,37164
2013,0.1017198,-0.011933497,0.0494602,0.0522596,0.1545745,-0.010307556,0.0007,1848.36,34.99,1.1197875,100.2,0.054,0.320546351,0.018930295,0.024533898,0.349201597,-0.017586515,-0.031243867,0.319846351,NaN,NaN,0.320546351,NaN,NaN,NaN,0.304408126,0.0007,0.0462,0.0538,0.0367,0.012183503,0.015457989,0.128662278,-0.127860884,-0.070794925,0.012483024,NaN,0.032936383,0.324915053,0.296942154,1.969712,36388
2014,0.1003743,-0.013278997,0.0472634,0.053111,0.1533328,-0.011549256,0.0003,2058.9,39.44,1.127179194,102.31,0.05,0.135244216,0.01915586,0.021337835,0.385495064,-0.032324749,-0.037191159,0.134944216,NaN,NaN,0.135244216,NaN,NaN,NaN,0.323755672,0.0003,0.0379,0.0474,0.024,0.005642457,0.006885334,0.10932131,0.247417149,0.172740669,0.012929451,NaN,0.033619867,0.135405739,0.112270798,2.097403,37373
2015,0.10048,-0.013173297,0.0459486,0.0545325,0.15352,-0.011362056,0.0023,2043.94,43.39,1.10015213,86.53,0.042,0.013808344,0.021228607,0.02107436,0.501444586,-0.0405,-0.0446706,0.011508344,NaN,NaN,0.013808344,NaN,NaN,NaN,0.313648814,0.0023,0.0397,0.0546,0.0243,-0.021606187,0.006669091,0.10325317,-0.006406586,-0.010095966,0.023910466,NaN,0.032991425,0.014586806,-0.007057506,2.306709266,38368
