year,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,eqis,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,ep,dp,dy,de,ERP,SP500
1954,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.00932887,0.026992813,0.0115,-0.003721623,0.213197436,0.071776468,0.053858485,0.008389814,0.002845475,0.03164028,0.526483051,0.449936781,0.077,0.042801556,0.062071745,0.555956679,0.50079343,0.51229343
1955,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,-0.008520491,0.02524455,0.0254,0.003735525,0.275390625,-0.012834489,0.00479737,0.021620209,0.000243799,0.035788581,0.312982489,0.257907838,0.08,0.036059807,0.045580878,0.453038674,0.284216454,0.309616454
1956,46.67,1.74,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,-0.01582627,0.026149367,0.0321,0.028284332,0.268488893,-0.055942165,-0.068146268,0.013889924,0.000969841,0.034466359,0.064274332,0.02180892,0.073,0.037283051,0.038258575,0.51026393,0.032323923,0.064423923
1957,39.99,1.79,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,-0.008858412,0.034873147,0.0304,0.030401737,0.227001009,0.074664669,0.087135458,0.017546851,0.000667927,0.033177064,-0.108147815,-0.1470137,0.084,0.04476119,0.038354403,0.53115727,-0.13517823,-0.10477823
1958,55.21,1.75,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,0.004715267,0.023686832,0.0277,0.017562346,0.164835165,-0.061062035,-0.022169912,0.008489224,0.001585812,0.029459016,0.437416855,0.382752522,0.052,0.031697156,0.04376094,0.605536332,0.396656089,0.424356089
1959,59.89,1.83,3.39,0.457783797,0.0449,0.0458,0.0528,0.0447,0.004404115,0.022856304,0.0449,0.015188126,0.262439725,-0.022663557,-0.009667896,0.008449291,0.000975372,0.03145906,0.124008285,0.0880547,0.057,0.030556019,0.033146169,0.539823009,0.073013421,0.117913421
1960,58.11,1.95,3.27,0.550422965,0.0225,0.0435,0.051,0.038,0.010102277,0.022761361,0.0225,0.013600816,0.204155998,0.137933943,0.090664916,0.010160586,-0.001362514,0.03128136,0.005900758,-0.028461076,0.056,0.033557047,0.032559693,0.596330275,-0.019661463,0.002838537
1961,71.55,2.02,3.19,0.505922258,0.026,0.0442,0.051,0.0415,0.006146085,0.022324288,0.026,0.006709158,0.284412033,0.009678427,0.048183189,0.006487873,-0.002210744,0.031807089,0.271070196,0.233555473,0.045,0.028232006,0.034761659,0.63322884,0.240047152,0.266047152
1962,63.1,2.13,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.005169519,0.019967897,0.0287,0.012329224,0.162167212,0.068829489,0.079450363,0.028545104,-0.002796575,0.032714829,-0.087481619,-0.118394066,0.058,0.033755943,0.029769392,0.580381471,-0.117029839,-0.088329839
1963,75.02,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.004638082,0.008954678,0.0352,0.016458196,0.111474338,0.012143645,0.021948748,0.007412608,-0.001496869,0.034728644,0.226863256,0.187766724,0.054,0.030391895,0.036133122,0.567164179,0.18983962,0.22503962
1964,84.75,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,-0.006613566,0.023094426,0.0384,0.011981865,0.221465931,0.035117029,0.047723132,0.00279461,-0.002380573,0.036936439,0.166792769,0.131851668,0.054,0.029498525,0.033324447,0.549450549,0.124623194,0.163023194
1965,92.43,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,-0.012228877,0.020837183,0.0438,0.0192,0.142071036,0.00701937,-0.004567939,0.00458919,-0.000812888,0.041832675,0.126104467,0.092224792,0.056,0.029427675,0.032094395,0.524084778,0.078913864,0.122713864
1966,80.33,2.87,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,-0.011746508,0.017207926,0.0496,0.033594976,0.139047198,0.036450083,0.00195292,0.013935369,-4.99E-05,0.041753209,-0.101955821,-0.132075553,0.069,0.035727624,0.031050525,0.517117117,-0.149459353,-0.099859353
1967,96.47,2.92,5.33,0.525792445,0.0497,0.0619,0.0693,0.0556,-0.029429975,0.014361073,0.0497,0.032806804,0.114686668,-0.091765265,-0.049505868,0.006989393,0.002952225,0.038954866,0.239615227,0.201047817,0.055,0.030268477,0.036350056,0.547842402,0.187571256,0.237271256
1968,103.86,3.07,5.76,0.504900662,0.0596,0.0645,0.0723,0.0598,-0.036628941,0.031961491,0.0596,0.047058824,0.208640626,-0.002573778,0.025739132,0.007399449,0.002347561,0.038986006,0.108266274,0.074331613,0.055,0.029559022,0.031823365,0.532986111,0.04882749,0.10842749
1969,92.06,3.16,5.78,0.651082013,0.0782,0.0772,0.0865,0.0687,-0.025948067,0.034273783,0.0782,0.058988764,0.313951314,-0.050736015,-0.080904314,0.010015449,0.000822252,0.039124896,-0.083186742,-0.113055244,0.063,0.03432544,0.030425573,0.546712803,-0.161388908,-0.083188908
1970,92.15,3.14,5.13,0.646426358,0.0487,0.0764,0.0912,0.0648,-0.030475915,0.031468174,0.0487,0.055702918,0.222884141,0.121021807,0.18371379,0.023043477,0.001512501,0.035517277,0.039870726,0.001636889,0.056,0.034074878,0.03410819,0.61208577,-0.013614186,0.035085814
1971,102.09,3.07,5.7,0.643900247,0.0401,0.0725,0.0838,0.0597,-0.046128653,0.034023359,0.0401,0.032663317,0.287447328,0.132367216,0.11012586,0.010461722,0.00225388,0.035788594,0.144509656,0.109119481,0.056,0.030071506,0.033315247,0.538596491,0.101082854,0.141182854
1972,118.05,3.15,6.42,0.595674595,0.0507,0.0708,0.0793,0.0599,-0.047377517,0.034203484,0.0507,0.03406326,0.311294897,0.056824421,0.072597518,0.006361573,0.000311447,0.038365607,0.191170995,0.157628575,0.054,0.026683609,0.030855128,0.490654206,0.136487775,0.187187775
1973,97.55,3.38,8.16,0.755588463,0.0745,0.0768,0.0848,0.0726,-0.048218838,0.013007395,0.0745,0.089411765,0.333083765,-0.011103879,0.011394965,0.025068591,-0.000640199,0.040389922,-0.147965985,-0.174878956,0.084,0.034648898,0.028631936,0.414215686,-0.219523295,-0.145023295
1974,68.56,3.6,8.89,1.120018175,0.0715,0.0889,0.1063,0.076,-0.026228576,0.008773308,0.0715,0.120950324,0.163064474,0.043426493,-0.030617513,0.048042913,-0.000830488,0.036548406,-0.264261677,-0.296619228,0.13,0.052508751,0.036904152,0.404949381,-0.331776781,-0.260276781
1975,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,-0.026549209,0.023709429,0.0544,0.071290944,0.202599873,0.091868877,0.146442563,0.024263499,-0.000465116,0.032832153,0.369624806,0.3136594,0.088,0.04080275,0.053675613,0.462311558,0.314765694,0.369165694
1976,107.46,4.05,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,-0.018775767,0.028565706,0.0435,0.050359712,0.207928029,0.16764511,0.186468694,0.012467234,-0.001122704,0.034114296,0.239159837,0.191175251,0.092,0.037688442,0.0449052,0.408678103,0.192889844,0.236389844
1977,95.1,4.67,10.89,0.960333025,0.0607,0.0819,0.0899,0.0803,-0.012590127,0.030475541,0.0607,0.066780822,0.218935901,-0.006988548,0.017097783,0.008259721,-0.00183389,0.036956637,-0.074266055,-0.116925128,0.115,0.049106204,0.043458031,0.428833792,-0.132261511,-0.071561511
1978,96.11,5.07,12.33,1.045701296,0.0908,0.0916,0.0994,0.0898,-0.011248667,0.014874873,0.0908,0.08988764,0.219449153,-0.01165869,-0.000703563,0.015801217,-0.001548154,0.041014551,0.064114882,0.009448029,0.128,0.052752055,0.053312303,0.411192214,-0.026867298,0.063932702
1979,107.94,5.65,14.86,1.061950068,0.1204,0.1074,0.1206,0.1012,-0.006940056,0.010549299,0.1204,0.132547865,0.220056739,-0.012503116,-0.042004106,0.01182307,-0.000371131,0.040554069,0.18587755,0.122834994,0.138,0.052343895,0.058786807,0.380215343,0.061474935,0.181874935
1980,135.76,6.16,14.82,0.891503024,0.1549,0.1321,0.1514,0.1199,-0.005551179,0.026816359,0.1549,0.123537061,0.278024289,-0.039529864,-0.02756526,0.027341856,0.001020158,0.037852348,0.325901839,0.259840596,0.109,0.04537419,0.057068742,0.415654521,0.159904521,0.314804521
1981,122.55,6.63,15.36,1.061142857,0.1085,0.1423,0.1655,0.1334,0.003154341,0.011909673,0.1085,0.08912037,0.362175137,0.018569706,-0.012361932,0.018130824,-0.001279466,0.039057405,-0.048638944,-0.096532793,0.125,0.054100367,0.048836181,0.431640625,-0.156967885,-0.048467885
1982,140.64,6.87,12.64,0.932214727,0.0794,0.1183,0.1414,0.1095,0.007129844,0.002990054,0.0794,0.038257173,0.364753903,0.403503691,0.425618993,0.033440923,-0.001346349,0.033227863,0.221405849,0.153918596,0.09,0.048848123,0.056058752,0.543512658,0.124271971,0.203671971
1983,164.93,7.09,14.03,0.700359118,0.09,0.1257,0.1375,0.1197,0.023449983,0.02702048,0.09,0.037871034,0.430007753,0.006519063,0.062585764,0.017870773,-0.001693727,0.035578786,0.222868403,0.170181635,0.085,0.042987934,0.0504124,0.505345688,0.133122867,0.223122867
1984,167.24,7.53,16.64,0.733098377,0.0806,0.1213,0.134,0.117,0.014439567,-0.027196787,0.0806,0.040433925,0.170737412,0.15492498,0.168601577,0.01625091,-0.001127664,0.038910092,0.066899078,0.01839496,0.099,0.045025114,0.045655733,0.452524038,-0.020938325,0.059661675
1985,211.28,7.9,14.61,0.592692688,0.071,0.1016,0.1158,0.0956,0.02451248,-0.019465082,0.071,0.037914692,0.176455391,0.30971145,0.300908898,0.010517816,-0.001721356,0.037882163,0.31979426,0.266198131,0.069,0.03739114,0.047237503,0.54072553,0.239571634,0.310571634
1986,242.17,8.28,14.48,0.498430866,0.0553,0.0849,0.0997,0.0789,0.012203221,-0.011379026,0.0553,0.011872146,0.164734155,0.245212379,0.198474773,0.021676364,-0.002240325,0.034671721,0.180660035,0.138703149,0.06,0.034190858,0.039189701,0.571823204,0.13009379,0.18539379
1987,247.08,8.81,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.023271214,0.013274756,0.0577,0.0433213,0.150406825,-0.027165685,-0.002675911,0.103327033,-0.00270069,0.034289296,0.051557898,0.016420105,0.071,0.035656468,0.036379403,0.503428571,-0.001045584,0.056654416
1988,277.72,9.73,23.75,0.465283574,0.0807,0.0957,0.1065,0.0918,0.023086374,-0.021405748,0.0807,0.044117647,0.114644401,0.096665852,0.107041209,0.029262115,-0.002291317,0.034627534,0.169617622,0.120568113,0.086,0.035035287,0.039379958,0.409684211,0.082688376,0.163388376
1989,353.4,11.05,22.87,0.390454744,0.0763,0.0886,0.0982,0.0816,0.028945253,-0.012323107,0.0763,0.046396023,0.097787238,0.180974998,0.162313634,0.017239006,-0.002928834,0.034781411,0.313714591,0.267520522,0.065,0.031267685,0.039788276,0.483165719,0.235992957,0.312292957
1990,330.22,12.09,21.34,0.48449686,0.0674,0.0905,0.1043,0.0844,0.034988427,-0.001841458,0.0674,0.062549485,0.078345326,0.0616925,0.067827349,0.025450332,-0.002338233,0.032934468,-0.031922098,-0.066185682,0.065,0.036611956,0.034210526,0.566541706,-0.098780872,-0.031380872
1991,417.09,12.2,15.97,0.420344417,0.0407,0.0831,0.0926,0.073,0.028251353,0.031565402,0.0407,0.029806259,0.152766953,0.1926494,0.198889668,0.020679706,-0.001253216,0.030481191,0.306716848,0.265983041,0.038,0.029250282,0.036945067,0.763932373,0.259312113,0.300012113
1992,435.71,12.38,19.09,0.394109614,0.0322,0.0798,0.0881,0.0726,0.019115557,0.038733124,0.0322,0.029667149,0.150194882,0.080535796,0.093934337,0.009422495,-0.001111524,0.032395171,0.077210467,0.045915917,0.044,0.028413394,0.029681843,0.648507072,0.042124486,0.074324486
1993,466.45,12.58,21.89,0.305267223,0.0306,0.0693,0.0769,0.0654,0.030206325,0.045748758,0.0306,0.028109628,0.144115072,0.182345818,0.13185004,0.007417782,-0.001012497,0.034182489,0.098911171,0.068581435,0.047,0.026969664,0.028872415,0.57469164,0.068823929,0.099423929
1994,459.27,13.18,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.040673675,0.016594757,0.056,0.025974026,0.120390285,-0.077770776,-0.057610696,0.009652239,-0.000576007,0.036079627,0.013606584,-0.014877025,0.067,0.028697716,0.028255976,0.430718954,-0.043136885,0.012863115
1995,615.93,13.79,33.96,0.255026383,0.0514,0.0682,0.0749,0.0603,0.03703272,0.015641026,0.0514,0.025316456,0.12124072,0.316564929,0.272042355,0.006427276,-0.000146604,0.03706799,0.376646475,0.34256163,0.055,0.022388908,0.030025911,0.40606596,0.319732449,0.371132449
1996,740.74,14.9,38.73,0.20734273,0.0491,0.072,0.0789,0.0673,0.040262248,0.024100872,0.0491,0.033788174,0.198665864,-0.009184554,0.01401567,0.014077528,-0.000396755,0.039387816,0.232178203,0.205370245,0.052,0.02011502,0.024191061,0.384714691,0.177727724,0.226827724
1997,970.43,15.49,39.72,0.178800884,0.0516,0.0676,0.0732,0.0602,0.031194286,0.015578728,0.0516,0.016970459,0.142700117,0.158659371,0.129494216,0.033199876,-0.000888779,0.041289035,0.336078126,0.312675327,0.041,0.015961996,0.020911521,0.389979859,0.279393331,0.330993331
1998,1229.23,16.2,37.71,0.173611315,0.0439,0.0622,0.0723,0.0542,0.015123008,0.020063152,0.0439,0.016069221,0.120658603,0.130704037,0.10755564,0.041258302,-0.001033873,0.042801025,0.2930113,0.273920846,0.031,0.013178982,0.016693631,0.429594272,0.239479533,0.283379533
1999,1469.25,16.69,48.17,0.147167259,0.052,0.0755,0.0819,0.0682,0.006686578,0.017962181,0.052,0.02676399,0.13845605,-0.089898841,-0.074542595,0.032677807,0.000064278,0.042943731,0.213522706,0.197944485,0.033,0.011359537,0.013577605,0.346481212,0.156838053,0.208838053
2000,1320.28,16.27,50,0.151851504,0.0577,0.0721,0.0802,0.0558,0.012294125,-0.002250628,0.0577,0.03436019,0.140989561,0.214934372,0.128545365,0.049216676,-0.000524853,0.043168352,-0.0850694,-0.095457481,0.038,0.012323144,0.011073677,0.3254,-0.14801819,-0.09031819
2001,1148.08,15.74,24.69,0.131217846,0.0169,0.0677,0.0805,0.0575,0.011622582,0.013466976,0.0169,0.016036655,0.086543116,0.037027522,0.106366572,0.045605684,-0.001336167,0.037603251,-0.119099718,-0.13069199,0.022,0.013709846,0.011921714,0.637505063,-0.135405166,-0.118505166
2002,879.82,16.077,27.59,0.295385896,0.0119,0.0621,0.0745,0.0484,0.002201271,0.025698438,0.0119,0.024802706,0.082027658,0.178413928,0.166415175,0.067692227,-0.004144305,0.034160503,-0.217776499,-0.230561456,0.031,0.018273056,0.01400338,0.582711127,-0.231556296,-0.219656296
2003,1111.92,17.385,48.74,0.218739865,0.009,0.0562,0.066,0.0515,-0.00996727,0.006945692,0.009,0.020352035,0.072423089,0.008959396,0.052725551,0.029260841,NaN,0.034960203,0.286921495,0.263896044,0.044,0.015635118,0.019759724,0.356688551,0.274563683,0.283563683
2004,1211.92,19.44,58.55,0.270619243,0.0219,0.0547,0.0615,0.0484,-0.020909955,0.013000232,0.0219,0.033423181,0.078297462,0.084973184,0.087211543,0.012291436,NaN,0.035655687,0.10969037,0.087381828,0.048,0.016040663,0.017483272,0.332023911,0.0855178,0.1074178
2005,1248.29,22.22,69.93,0.313477957,0.0389,0.0537,0.0632,0.0461,-0.01083968,0.003079044,0.0389,0.033385498,0.051071208,0.078075593,0.058722731,0.010540529,NaN,0.035856786,0.052073556,0.032872336,0.056,0.017800351,0.018334544,0.317746318,0.009444775,0.048344775
2006,1418.3,24.881,81.51,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.010483529,-0.01495576,0.0485,0.025239778,0.049123339,0.011759539,0.032355359,0.010061516,NaN,0.036616963,0.156784613,0.135069788,0.057,0.017542833,0.019932067,0.305250889,0.107626381,0.156126381
2007,1468.36,27.731,66.18,0.250582973,0.03,0.0549,0.0665,0.045,-0.009914055,-0.041659672,0.03,0.041088134,0.077726497,0.098927963,0.025890017,0.025359755,NaN,0.037397836,0.057189851,0.037265859,0.045,0.018885696,0.019552281,0.419023874,0.024848058,0.054848058
2008,903.25,28.387,14.88,0.354984225,0.0003,0.0505,0.0843,0.0303,0.005334521,-0.024870608,0.0003,-0.00022228,0.217403737,0.258617706,0.087896464,0.168488655,NaN,0.032566072,-0.364580363,-0.379592641,0.016,0.031427622,0.019332453,1.907728495,-0.365825484,-0.365525484
2009,1115.1,22.407,50.97,0.32553066,0.0005,0.0526,0.0637,0.0458,-0.024469657,0.010540359,0.0005,0.028141231,0.197135238,-0.148982727,0.030012264,0.074395719,NaN,0.028039872,0.264807457,0.232915333,0.046,0.020094162,0.024807086,0.439611536,0.258849017,0.259349017
2010,1257.64,22.73,77.35,0.358100317,0.0014,0.0502,0.061,0.0414,-0.032805835,0.012555027,0.0014,0.01437793,0.129701667,0.10143661,0.124387394,0.032532488,NaN,0.029875707,0.151523076,0.126974736,0.062,0.018073535,0.020383822,0.293859082,0.146810923,0.148210923
2011,1257.6,26.425,86.95,0.357232541,0.0001,0.0393,0.0525,0.0248,-0.022715937,-0.006504662,0.0001,0.030620668,0.128186243,0.270962454,0.179396406,0.053954722,NaN,0.031879495,0.018240163,-0.002837564,0.069,0.021012246,0.021011577,0.303910293,0.020879772,0.020979772
2012,1426.19,31.247,86.51,0.349032443,0.0007,0.0365,0.0463,0.0241,-0.036674848,-0.012265589,0.0007,0.017819499,0.116498101,0.034386179,0.106748469,0.016176596,NaN,0.032558467,0.160382086,0.133663076,0.061,0.021909423,0.024846533,0.361195238,0.158203467,0.158903467
2013,1848.36,34.99,100.2,0.304408126,0.0007,0.0462,0.0538,0.0367,-0.031243867,0.012183503,0.0007,0.015457989,0.128662278,-0.127860884,-0.070794925,0.012483024,NaN,0.032936383,0.324915053,0.296942154,0.054,0.018930295,0.024533898,0.349201597,0.319846351,0.320546351
2014,2058.9,39.44,102.31,0.323755672,0.0003,0.0379,0.0474,0.024,-0.037191159,0.005642457,0.0003,0.006885334,0.10932131,0.247417149,0.172740669,0.012929451,NaN,0.033619867,0.135405739,0.112270798,0.05,0.01915586,0.021337835,0.385495064,0.134944216,0.135244216
2015,2043.94,43.39,86.53,0.313648814,0.0023,0.0397,0.0546,0.0243,-0.0446706,-0.021606187,0.0023,0.006669091,0.10325317,-0.006406586,-0.010095966,0.023910466,NaN,0.032991425,0.014586806,-0.007057506,0.042,0.021228607,0.02107436,0.501444586,0.011508344,0.013808344
